PDBchain   len  method   resol   rfac  freerfac
3HBNA      282  XRAY      1.85  0.194  0.208
6PI9A      260  XRAY      1.85  0.194  0.237
7D54A      242  XRAY      1.85  0.194  0.235
3HRGA      257  XRAY      1.85  0.195   0.24
1VLSA      146  XRAY      1.85  0.197  NA   
2OD6A      110  XRAY      1.85  0.198  0.231
2INCA      491  XRAY      1.85  0.199   0.23
2INCB      322  XRAY      1.85  0.199   0.23
3AG6A      283  XRAY      1.85  0.201  0.228
1T8TB      271  XRAY      1.85  0.207  0.236
1BZ4A      144  XRAY      1.85  0.207  0.245
5IZHA      171  XRAY      1.85  0.208  0.259
2JGPA      520  XRAY      1.85  0.209  0.238
4BI3A      163  XRAY      1.85  0.209  0.237
1U7KA      131  XRAY      1.85  0.211  0.242
6D95A      758  XRAY      1.85  0.212   0.25
3LRUA      160  XRAY      1.85  0.212  0.254
3KAZC      176  XRAY      1.85  0.214   0.25
3G98A      111  XRAY      1.85  0.216  0.219
3N6TA      205  XRAY      1.85  0.223  0.275
1ZXXA      319  XRAY      1.85  0.224  0.251
2QQ4A      138  XRAY      1.85  0.225   0.26
4O00B      104  XRAY     1.853  0.169  0.208
4E1SA      242  XRAY     1.855  0.178  0.233
6HATB      273  XRAY     1.856   0.15  0.168
4GN5A      113  XRAY      1.86  0.175  0.202
3ENUA      114  XRAY      1.86  0.181  0.219
6NIDB       88  XRAY      1.86  0.194   0.24
1YB0B      159  XRAY      1.86  0.206  0.242
1G1JA       43  XRAY      1.86  0.218  0.239
5H4EA      375  XRAY     1.863  0.164  0.214
5VU3D      170  XRAY     1.868  0.152  0.193
3SUMB      136  XRAY      1.87  0.168  0.223
6HC0B      105  XRAY      1.87  0.178  0.205
4EW5A      102  XRAY      1.87  0.178   0.23
7BHCA      219  XRAY      1.87  0.184  0.211
5VR6B      266  XRAY      1.87  0.197  0.241
1ONRA      316  XRAY      1.87  0.201  0.234
1SJDB      368  XRAY      1.87  0.202  0.241
6WCSA      438  XRAY      1.87  0.204  0.226
1N12A      138  XRAY      1.87  0.211  0.249
4L5RC      198  XRAY     1.873    0.2  0.228
5BPXA      153  XRAY      1.88  0.143  0.172
2IVFC      214  XRAY      1.88   0.15  0.183
3SM4C      229  XRAY      1.88  0.161  0.186
4GKIA      272  XRAY      1.88  0.168  0.216
6X6HA1     242  XRAY      1.88   0.17  0.206
6X6HA2      40  XRAY      1.88   0.17  0.206
6N2AA      422  XRAY      1.88  0.172  0.214
6IA5E      279  XRAY      1.88  0.174  0.212
5EXEC      314  XRAY      1.88  0.183  0.213
5TGQA      226  XRAY      1.88  0.202  0.279
7NE5A      676  XRAY      1.88  0.209  0.252
2W0GA      129  XRAY      1.88  0.213  0.246
6G1OA      486  XRAY     1.882  0.176  0.206
6Q3VA      188  XRAY     1.882  0.183  0.231
5O9EA      201  XRAY     1.884  0.185  0.219
3A4CA      106  XRAY     1.889  0.212  0.236
5XKOB      158  XRAY      1.89  0.141  0.178
3NO3A      238  XRAY      1.89  0.151  0.177
6JYUA      485  XRAY      1.89  0.156  0.192
2OGFB      122  XRAY      1.89  0.175  0.224
3T7FA      291  XRAY      1.89  0.177  0.197
4BWCB      321  XRAY      1.89   0.19  0.231
4BWCA      170  XRAY      1.89   0.19  0.231
5DZ9A      334  XRAY      1.89  0.197  0.241
7AHLA      293  XRAY      1.89  0.199  0.257
7BRDA      194  XRAY     1.892  0.176  0.222
4HWHE       88  XRAY     1.895  0.208  0.236
6MVMA      162  XRAY     1.895  0.223  0.265
5V2CH       65  XRAY       1.9  0.095  0.163
4JOQA      297  XRAY       1.9  0.126  0.142
1KCZA      413  XRAY       1.9  0.137  0.175
5EPEA      248  XRAY       1.9  0.137  0.167
4HESA      275  XRAY       1.9  0.138   0.16
5IBWC       43  XRAY       1.9   0.14   0.19
2Z2OC      299  XRAY       1.9  0.146  0.199
1OAOC      729  XRAY       1.9  0.149  0.179
6IK4A      173  XRAY       1.9   0.15  0.172
5T5IA      569  XRAY       1.9  0.153  0.172
4M8DD      263  XRAY       1.9  0.154  0.192
5AYCA      386  XRAY       1.9  0.155  0.197
6A9AA      246  XRAY       1.9  0.155  0.187
3NORA      231  XRAY       1.9  0.158  0.202
4EXOA      146  XRAY       1.9  0.159  0.206
6JQFA      734  XRAY       1.9   0.16  0.189
3TY1A      384  XRAY       1.9   0.16  0.193
1QQP3      220  XRAY       1.9  0.161  NA   
6MIUA       57  XRAY       1.9  0.161  0.212
2MNRA      357  XRAY       1.9  0.162  NA   
2Q71A      356  XRAY       1.9  0.164  0.199
3KSMA      276  XRAY       1.9  0.164  0.203
1G9GA      629  XRAY       1.9  0.165  0.195
1TG7A      971  XRAY       1.9  0.166  0.185
4MRQA      455  XRAY       1.9  0.167  0.205
3PGSA      427  XRAY       1.9  0.167  0.192
6NZYA      262  XRAY       1.9  0.168   0.19
1U6TA      121  XRAY       1.9  0.168  0.212
3L6GA      256  XRAY       1.9  0.169  0.204
3B8FB      142  XRAY       1.9  0.169  0.196
3G8YA      391  XRAY       1.9   0.17  0.209
1EX7A      186  XRAY       1.9   0.17  0.257
2BKRA      212  XRAY       1.9  0.171  0.209
3HY0A      441  XRAY       1.9  0.173    0.2
1WTEA      272  XRAY       1.9  0.173  0.223
1GUIA      155  XRAY       1.9  0.173  0.197
4EHXA      315  XRAY       1.9  0.174    0.2
3EGWA     1244  XRAY       1.9  0.175  0.196
2OF3A      266  XRAY       1.9  0.175  0.224
3EGWC      225  XRAY       1.9  0.175  0.196
4XHEB      217  XRAY       1.9  0.175  0.216
5ZUMB      537  XRAY       1.9  0.176  0.224
3ZIWA      286  XRAY       1.9  0.176  0.196
4B8YA      277  XRAY       1.9  0.176  0.223
6CJ0A      253  XRAY       1.9  0.176  0.218
2PCNA      161  XRAY       1.9  0.176  0.205
5LDAA      130  XRAY       1.9  0.176  0.211
1CHMA      401  XRAY       1.9  0.177  NA   
6DS7A       99  XRAY       1.9  0.178  0.227
4MCAA      367  XRAY       1.9  0.179  0.215
5H2AA      271  XRAY       1.9   0.18  0.215
1REGX      122  XRAY       1.9   0.18  0.214
3FU1A      115  XRAY       1.9   0.18  0.223
2DFXI      106  XRAY       1.9   0.18  0.198
3L5IA      290  XRAY       1.9  0.181  0.222
5XPVA      100  XRAY       1.9  0.181  0.207
5UKVA       74  XRAY       1.9  0.181  0.212
3FS5A      152  XRAY       1.9  0.182  0.205
4YB8A      464  XRAY       1.9  0.183  0.221
4O89A      341  XRAY       1.9  0.183   0.23
2OB1A      319  XRAY       1.9  0.184  0.224
2FREA      200  XRAY       1.9  0.184  0.212
1QZMA       94  XRAY       1.9  0.184  0.282
3LHRB       93  XRAY       1.9  0.184  0.243
6TUKB      393  XRAY       1.9  0.185  0.199
2AKAB      299  XRAY       1.9  0.185  0.224
6B8WA       95  XRAY       1.9  0.185   0.22
3C18A      290  XRAY       1.9  0.186  0.233
3D03A      274  XRAY       1.9  0.186  0.223
1YZFA      195  XRAY       1.9  0.186  0.239
5D7EA      140  XRAY       1.9  0.186  0.218
4GAKA      250  XRAY       1.9  0.187  0.224
2GH4A      363  XRAY       1.9  0.188  0.233
2C1LA      358  XRAY       1.9  0.188  0.217
3KJHA      254  XRAY       1.9  0.188  0.239
3RKDA      146  XRAY       1.9  0.189  0.217
3FF2A      117  XRAY       1.9  0.189   0.23
6QVPE      104  XRAY       1.9  0.189  0.246
2WCUA      149  XRAY       1.9   0.19  0.206
3URYA      193  XRAY       1.9  0.191  0.247
6L4ZB      155  XRAY       1.9  0.191  0.226
1S4KA      120  XRAY       1.9  0.191  0.219
5WBXB       95  XRAY       1.9  0.191  0.243
6L4ZG       40  XRAY       1.9  0.191  0.226
6GIDA      696  XRAY       1.9  0.192  0.235
1A8LA      226  XRAY       1.9  0.192  0.217
6CWQA      308  XRAY       1.9  0.193  0.212
3FIDA      296  XRAY       1.9  0.193   0.23
1K12A      158  XRAY       1.9  0.193  0.239
4JDEA      144  XRAY       1.9  0.193  0.225
7O50A      262  XRAY       1.9  0.194  0.219
1JFLA      228  XRAY       1.9  0.194  0.222
3MCBA       54  XRAY       1.9  0.194  0.247
2Y7BA      134  XRAY       1.9  0.195  0.262
2D58A      107  XRAY       1.9  0.195  0.249
5EJYA      500  XRAY       1.9  0.196   0.23
4RSWA      255  XRAY       1.9  0.196  0.226
1T06A      235  XRAY       1.9  0.196  0.241
3DPJA      194  XRAY       1.9  0.196  0.243
2B1LB      129  XRAY       1.9  0.196  0.231
1YQGA      263  XRAY       1.9  0.197  0.241
2QZQA      152  XRAY       1.9  0.197   0.23
1AYOA      130  XRAY       1.9  0.197  0.239
6FQZA      468  XRAY       1.9  0.198  0.229
1YIXA      265  XRAY       1.9  0.198  0.252
7NUGA      180  XRAY       1.9  0.198  0.251
1UGHI       82  XRAY       1.9  0.198  0.255
3SWYA       46  XRAY       1.9  0.198  0.224
2NTEA      210  XRAY       1.9  0.199  0.247
3G8DB      444  XRAY       1.9    0.2  0.226
1I8AA      189  XRAY       1.9  0.201  0.217
3DDTA       48  XRAY       1.9  0.201  0.252
1Y9WA      140  XRAY       1.9  0.202  0.254
1VBKA      307  XRAY       1.9  0.203  0.222
1CI3M      249  XRAY       1.9  0.203  0.235
3NR1A      178  XRAY       1.9  0.203   0.23
1BXYA       60  XRAY       1.9  0.203  0.253
4OEVA      494  XRAY       1.9  0.204  0.235
2IJXA      244  XRAY       1.9  0.205  0.251
2FY6A      143  XRAY       1.9  0.205  0.219
2EBOA       74  XRAY       1.9  0.205   0.27
4QCAA      221  XRAY       1.9  0.206  0.236
2NLLB      103  XRAY       1.9  0.206  0.269
5YBWA      329  XRAY       1.9  0.207  0.252
3NO5E      275  XRAY       1.9  0.207  0.224
1JHSA      188  XRAY       1.9  0.208  0.248
2CYEC      133  XRAY       1.9  0.208  0.242
6NR6A      254  XRAY       1.9  0.209  0.242
5OEMA      189  XRAY       1.9  0.209  0.242
4E5RA       56  XRAY       1.9  0.209  0.228
1C8ZA      265  XRAY       1.9   0.21  0.265
6I5WA      427  XRAY       1.9  0.213  0.273
1B63A      333  XRAY       1.9  0.213  0.261
7CNWA      253  XRAY       1.9  0.213  0.243
2OVSA      118  XRAY       1.9  0.215  0.268
2ZGYA      320  XRAY       1.9  0.216  0.257
1QR0A      228  XRAY       1.9  0.216  0.278
1NNWB      252  XRAY       1.9  0.217  0.235
2DC1A      236  XRAY       1.9  0.217  0.226
1AFB1      154  XRAY       1.9  0.217  0.261
1U9LB       70  XRAY       1.9  0.217  0.237
3TEQB      101  XRAY       1.9  0.221  0.249
3KF3A      509  XRAY       1.9  0.222  0.261
1SEIA      130  XRAY       1.9  0.222  0.288
2NZ7B       98  XRAY       1.9  0.222  0.266
3FHGA      207  XRAY       1.9  0.224  0.248
1Y60D      169  XRAY       1.9  0.225  0.241
1JYOA      130  XRAY       1.9  0.226  0.258
1XHKB      187  XRAY       1.9  0.227  0.263
1EF1C       90  XRAY       1.9  0.227  0.287
1YG6A      193  XRAY       1.9  0.228  0.251
1F39A      101  XRAY       1.9  0.228  0.257
2Q88A      257  XRAY       1.9  0.229  0.249
1C8UA      285  XRAY       1.9   0.23  0.248
1S55A      156  XRAY       1.9   0.23  0.252
1ORSC      132  XRAY       1.9  0.231  0.251
1DI2A       69  XRAY       1.9  0.231  0.258
2DP9A      124  XRAY       1.9  0.232   0.25
7DNEA      157  XRAY       1.9  0.234  0.266
1LSLA      113  XRAY       1.9  0.235  0.282
3ECMA      338  XRAY       1.9  0.236  0.265
1KTAA      365  XRAY       1.9   0.24  0.287
1F08A      148  XRAY       1.9  0.241  0.271
1UVJA      664  XRAY       1.9  0.242  0.271
1EERA      166  XRAY       1.9  0.242  0.318
3CX5A      431  XRAY       1.9  0.245  0.263
3CX5C      385  XRAY       1.9  0.245  0.263
3CX5B      352  XRAY       1.9  0.245  0.263
3CX5G      126  XRAY       1.9  0.245  0.263
3CX5H       93  XRAY       1.9  0.245  0.263
1P71A       94  XRAY       1.9  0.246  0.288
6D2VA      315  XRAY     1.901  0.163  0.198
6LG3A       74  XRAY     1.901  0.208  0.244
4CV4A      133  XRAY     1.902  0.121  0.159
7CNSA      386  XRAY     1.902  0.171  0.201
6C7LA      378  XRAY      1.91   0.14  0.189
4EQ7A      320  XRAY      1.91  0.167  0.192
3PL0A      254  XRAY      1.91  0.172  0.211
4XFSB      157  XRAY      1.91  0.181  0.229
3DPGA      338  XRAY      1.91  0.187  0.225
5NOEA      325  XRAY      1.91   0.19  0.236
3D5JA      112  XRAY      1.91  0.201  0.261
4ULWB      152  XRAY      1.91  0.202  0.241
5NXKC      310  XRAY     1.918  0.158  0.182
3HFWA      357  XRAY      1.92  0.156  0.185
3T6EH      258  XRAY      1.92  0.156  0.178
6NL2A      594  XRAY      1.92  0.161  0.186
5FW5A      140  XRAY      1.92  0.169  0.202
5LU7D      197  XRAY      1.92  0.172  0.215
3M7KA      142  XRAY      1.92  0.173  0.201
3ONJA       97  XRAY      1.92  0.179   0.24
5LQIB      609  XRAY      1.92  0.184  0.224
3PNXA      160  XRAY      1.92  0.191  0.215
6N0SA      181  XRAY      1.92  0.196  0.236
2IS9A      204  XRAY      1.92  0.198   0.24
2E5YA      133  XRAY      1.92  0.202   0.25
1JZOB      216  XRAY      1.92   0.22  0.246
2Y3VB      159  XRAY      1.92  0.227  0.246
3NY7A      118  XRAY     1.922  0.165  0.219
4Z10F      350  XRAY      1.93  0.146  0.179
4KOAA      333  XRAY      1.93  0.161   0.21
5KDVA      891  XRAY      1.93  0.173  0.204
4CCVA      115  XRAY      1.93  0.187  0.225
2ZGID      246  XRAY      1.93  0.196  0.249
1OLLA      188  XRAY      1.93  0.198  0.251
4WI0B      156  XRAY      1.93  0.199  0.241
1CYQA      162  XRAY      1.93  0.204  0.235
1CP2A      269  XRAY      1.93  0.209  0.297
6IM4A      390  XRAY      1.93  0.221  0.268
1H2SB       60  XRAY      1.93  0.226  0.258
6ZZIA      241  XRAY     1.932  0.167  0.185
3VM4A      407  XRAY      1.94   0.16  0.186
7L8NA      151  XRAY      1.94  0.164  0.207
4PHQC      298  XRAY      1.94  0.173  0.214
2O4VA      411  XRAY      1.94  0.175  0.194
3RS1A      122  XRAY      1.94  0.186  NA   
3VU0B      162  XRAY      1.94  0.191  0.219
6OUXA      393  XRAY      1.94  0.193   0.25
7KD9A      231  XRAY      1.94  0.193  0.237
2QC1B      212  XRAY      1.94  0.214  0.233
1ZHHA      344  XRAY      1.94   0.24  0.222
5HD9A      194  XRAY     1.941  0.176  0.209
4CJNA      642  XRAY     1.947  0.201  0.247
3H6RA      152  XRAY     1.948  0.196  0.241
5KO3A      257  XRAY     1.949  0.168  0.189
3KK4A      125  XRAY      1.95  0.148  0.199
3R9MA      376  XRAY      1.95  0.149  0.167
6NOZA      248  XRAY      1.95  0.149  0.193
3NFVA      382  XRAY      1.95  0.158  0.198
6HWRD      426  XRAY      1.95  0.164  0.199
3HTYA       94  XRAY      1.95  0.168  0.206
6QUBB      857  XRAY      1.95   0.17  0.215
6BN0A       79  XRAY      1.95   0.17  0.214
5VG7A      564  XRAY      1.95  0.172  0.213
3D3YA      425  XRAY      1.95  0.174  0.213
6F1DA      117  XRAY      1.95  0.175  0.202
1AW7A      194  XRAY      1.95  0.176  NA   
2F2HA      773  XRAY      1.95  0.182  0.225
4XEAA      423  XRAY      1.95  0.182  0.214
1LTSA      185  XRAY      1.95  0.182  NA   
2WFRA      165  XRAY      1.95  0.182  0.225
1LTSC       41  XRAY      1.95  0.182  NA   
3WOKA      698  XRAY      1.95  0.184  0.225
2HSBA      126  XRAY      1.95  0.186   0.21
1QHDA      398  XRAY      1.95  0.188   0.22
4KUNA       91  XRAY      1.95  0.194  0.247
6PEUB      385  XRAY      1.95  0.197  0.237
5EDLA      197  XRAY      1.95  0.197  0.217
7EP8A      256  XRAY      1.95  0.198  0.235
2PSPA      106  XRAY      1.95  0.198  0.258
4H6AA      194  XRAY      1.95  0.202  0.231
3INOA      143  XRAY      1.95  0.202  0.258
1UW4B      248  XRAY      1.95  0.205  0.227
6FHGA      156  XRAY      1.95  0.205  0.247
1UW4A       91  XRAY      1.95  0.205  0.227
6Z2LA      197  XRAY      1.95  0.206  0.226
2PV4A      145  XRAY      1.95  0.208   0.25
2NXGA      263  XRAY      1.95  0.209  0.243
2VFXE      206  XRAY      1.95  0.209  0.247
2NV9B      372  XRAY      1.95  0.211  0.242
1UM0A      365  XRAY      1.95  0.214  0.243
5ITGA      484  XRAY      1.95  0.216  0.253
4AQRD       57  XRAY      1.95  0.217  0.247
6MVOA      562  XRAY      1.95  0.218  0.235
2FJRA      189  XRAY      1.95  0.219  0.247
6PW8A      126  XRAY      1.95  0.219  0.249
2RG9A      249  XRAY      1.95  0.222  0.239
1SA3A      262  XRAY      1.95  0.225  0.252
3O0GD      149  XRAY      1.95  0.228  0.256
3C9IB      242  XRAY      1.95  0.234  0.269
4TNNA      193  XRAY     1.951  0.169  0.215
4N7WA      307  XRAY     1.951  0.188  0.223
4LEVA      369  XRAY     1.952  0.169  0.202
5BPVA      124  XRAY     1.952  0.182  0.218
5GN2A      272  XRAY     1.952  0.246   0.29
5VO3A      380  XRAY     1.954  0.163  0.185
6MBNA      241  XRAY     1.957  0.189  0.219
7NZBCCC     63  XRAY     1.959  0.227  0.281
6TV0A      155  XRAY      1.96  0.178  0.218
4OU6A       76  XRAY      1.96  0.191  0.228
7EXMA      278  XRAY      1.96  0.201  0.226
7AKWA      223  XRAY      1.96  0.204  0.246
3PYCA      132  XRAY      1.96  0.206  0.241
7DMSA       94  XRAY      1.96  0.206  0.267
6GFVA      343  XRAY      1.96  0.219  0.268
6UXUA      300  XRAY     1.962  0.164  0.198
4LHEA      250  XRAY     1.962  0.245   0.28
6OZ1A      643  XRAY      1.97  0.183  0.224
3JRKA      322  XRAY      1.97   0.19   0.23
2X8XX      235  XRAY      1.97  0.202  0.238
5FXTA      374  XRAY      1.97   0.21   0.26
4ICSA      413  XRAY      1.97  0.227  0.257
5ZDBA      253  XRAY     1.972  0.158  0.197
7S6EB      400  XRAY     1.973  0.148  0.174
6IVDA      107  XRAY     1.975  0.194  0.237
3KHYA      384  XRAY     1.978  0.157  0.193
3EXEB      329  XRAY     1.979  0.161  0.206
7S6SH      136  XRAY      1.98  0.156  0.189
2XU8A      116  XRAY      1.98  0.177  0.192
5M6QA      225  XRAY      1.98  0.185   0.23
6ISNC      234  XRAY      1.98  0.198  0.225
6I3VF      182  XRAY      1.98  0.207  0.245
6I3VA       69  XRAY      1.98  0.207  0.245
7K2LB      289  XRAY      1.98  0.222  0.261
7CJXA      166  XRAY     1.986  0.234  0.259
3OI8A      156  XRAY     1.989  0.185  0.232
3FDBA      377  XRAY      1.99  0.149  0.175
6NPSA      968  XRAY      1.99   0.15   0.19
1P5UB      149  XRAY      1.99  0.168  0.216
3SB4A      329  XRAY      1.99   0.17  0.199
7V5ZA       85  XRAY      1.99  0.175  0.218
3TKKA      301  XRAY      1.99  0.178  0.237
6IFCA      132  XRAY      1.99  0.178  0.238
7PJDB      184  XRAY      1.99  0.193  0.248
3GNJA      111  XRAY      1.99  0.199  0.266
6LFBA      179  XRAY      1.99  0.228  0.256
1TZJC      338  XRAY      1.99  0.229  0.251
6IPUD       95  XRAY      1.99  0.237  0.263
4PDCE      150  XRAY     1.991  0.168  0.214
4KNVA      241  XRAY     1.993  0.201  0.246
7C4PA       55  XRAY     1.995  0.233   0.26
3WFIB      312  XRAY     1.997  0.187  0.224
6QQ4A      121  XRAY     1.998  0.192  0.236
4HPWA      310  XRAY     1.998    0.2  0.251
2QEVA      145  XRAY     1.998   0.22  0.237
4QPOA       53  XRAY     1.999  0.194   0.23
6JHZA       93  XRAY     1.999  0.198  0.232
5X1EB      148  XRAY     1.999  0.223  0.269
5X1ED      111  XRAY     1.999  0.223  0.269
2QLXA      108  XRAY       2.0  0.138  0.188
4GXRA      503  XRAY       2.0   0.15  0.178
3GSIA      827  XRAY       2.0  0.153  0.202
5MUXB      472  XRAY       2.0  0.153  0.189
4Y7SA      111  XRAY       2.0  0.154  0.192
3CZ7A      364  XRAY       2.0  0.158  0.189
1BF2A      750  XRAY       2.0  0.161  0.214
1Y89A      238  XRAY       2.0  0.161  0.194
6LN3A      202  XRAY       2.0  0.161  0.192
7BU3B      337  XRAY       2.0  0.162    0.2
3CC1A      433  XRAY       2.0  0.164   0.19
5FRIA      301  XRAY       2.0  0.164  0.193
6QWOB      253  XRAY       2.0  0.165  0.209
3CNVC      162  XRAY       2.0  0.167  0.217
4C23A      473  XRAY       2.0  0.169  0.216
1FP3A      402  XRAY       2.0  0.169  0.244
4PAHA      308  XRAY       2.0  0.169  0.208
4ZV9A      238  XRAY       2.0  0.169  0.199
5HKQA      143  XRAY       2.0  0.169  0.208
2Z0ZA      194  XRAY       2.0   0.17  0.191
2Q9VA       90  XRAY       2.0   0.17  0.233
1NKZA       53  XRAY       2.0   0.17   0.19
4CNKA      391  XRAY       2.0  0.171  0.212
3RNRB      211  XRAY       2.0  0.171  0.202
4OWTA      466  XRAY       2.0  0.173  0.195
5ZQ0A      453  XRAY       2.0  0.175  0.204
1WHSA      255  XRAY       2.0  0.175  NA   
1HE1A      135  XRAY       2.0  0.175  0.224
3HEIB      132  XRAY       2.0  0.175  0.233
7S0MB      305  XRAY       2.0  0.176  0.195
3CVJA      243  XRAY       2.0  0.176  0.221
6I86A      156  XRAY       2.0  0.176  0.199
1BTCA      491  XRAY       2.0  0.177  NA   
2VTWA      205  XRAY       2.0  0.177  0.214
1SULB      195  XRAY       2.0  0.177  0.251
6A8LA      183  XRAY       2.0  0.177  0.217
3VEHB      451  XRAY       2.0  0.178  0.236
1QPKA      418  XRAY       2.0  0.178  NA   
3LP5A      250  XRAY       2.0  0.178  0.236
6AHTA      111  XRAY       2.0  0.178   0.22
3NCEA      186  XRAY       2.0  0.179  0.227
2SCPA      174  XRAY       2.0   0.18  NA   
3ZVWA      466  XRAY       2.0  0.181  0.227
3PSSA      216  XRAY       2.0  0.181  0.233
1ZCMA      321  XRAY       2.0  0.182  0.223
3FFVA      181  XRAY       2.0  0.182   0.23
5TIPA      436  XRAY       2.0  0.183  0.206
2XMRA      281  XRAY       2.0  0.183  0.232
4M6RA      224  XRAY       2.0  0.183   0.22
2CO6A      125  XRAY       2.0  0.183  0.229
5XB6A      306  XRAY       2.0  0.184  0.219
3ZQSA      186  XRAY       2.0  0.184  0.207
3IDFA      138  XRAY       2.0  0.184  0.217
2Z5EA      122  XRAY       2.0  0.184  0.252
1X0AA      344  XRAY       2.0  0.185  0.199
2BW3B       84  XRAY       2.0  0.185  0.211
4PS2A       79  XRAY       2.0  0.185  0.217
1LXYA      409  XRAY       2.0  0.186  0.227
4HH5A      163  XRAY       2.0  0.186  0.205
3DCXA      117  XRAY       2.0  0.186  0.227
3QAYA      180  XRAY       2.0  0.187  0.246
5YEGB      141  XRAY       2.0  0.187  0.204
4U1EB       47  XRAY       2.0  0.187  0.216
2HE7A      283  XRAY       2.0  0.188  0.217
2P9HA      269  XRAY       2.0  0.188  0.246
2X63A      258  XRAY       2.0  0.188   0.23
3BDQB      110  XRAY       2.0  0.188   0.23
5GJ3A      270  XRAY       2.0  0.189  0.224
1RXZA      245  XRAY       2.0  0.189  0.262
6I6HA      207  XRAY       2.0  0.189  0.229
2FE7B      166  XRAY       2.0  0.189  0.221
4PYUA       76  XRAY       2.0  0.189  0.246
1SURA      215  XRAY       2.0   0.19   0.23
1ITUA      369  XRAY       2.0  0.191  0.254
6CW9A      274  XRAY       2.0  0.191  0.221
6CW9C      203  XRAY       2.0  0.191  0.221
1AOCA      175  XRAY       2.0  0.191  0.282
2JDJA      105  XRAY       2.0  0.191  0.223
5CE7A      140  XRAY       2.0  0.192  0.241
1A4YA      460  XRAY       2.0  0.193  0.286
4N3XB       51  XRAY       2.0  0.193  0.234
2KINA      238  XRAY       2.0  0.194  0.254
3O3FA      222  XRAY       2.0  0.194  0.244
2OWPA      129  XRAY       2.0  0.194  0.236
1V74A      107  XRAY       2.0  0.194  0.234
2KINB      100  XRAY       2.0  0.194  0.254
1V74B       87  XRAY       2.0  0.194  0.234
6ODDB       74  XRAY       2.0  0.194  0.216
5E0ZA      136  XRAY       2.0  0.195  0.231
1QF5A      431  XRAY       2.0  0.196  0.228
1V7CA      351  XRAY       2.0  0.196   0.23
5B6AA      288  XRAY       2.0  0.196  0.225
2E56A      144  XRAY       2.0  0.196  0.249
5XEFA      123  XRAY       2.0  0.196  0.227
1PNFA      314  XRAY       2.0  0.197  NA   
1DVOA      152  XRAY       2.0  0.197  0.224
5CKTA       99  XRAY       2.0  0.197  0.222
4MT2A       62  XRAY       2.0  0.197  NA   
1QLMA      316  XRAY       2.0  0.198  0.219
2UUIA      156  XRAY       2.0  0.198  0.237
3OZPA      572  XRAY       2.0  0.199  NA   
3IAGC      422  XRAY       2.0  0.199  0.243
2WW4A      283  XRAY       2.0    0.2  0.262
1AF7A      274  XRAY       2.0    0.2   0.28
1BBPA      173  XRAY       2.0    0.2  NA   
2ERVA      150  XRAY       2.0    0.2  0.233
1MSCA      129  XRAY       2.0    0.2  NA   
2E2DC      180  XRAY       2.0  0.201  0.231
2CY2A      174  XRAY       2.0  0.201  0.227
3UUMB      123  XRAY       2.0  0.201  0.268
7KYJB      194  XRAY       2.0  0.202  0.245
3ACPA      417  XRAY       2.0  0.203  0.255
5GZAA      290  XRAY       2.0  0.203  0.218
1RKBA      173  XRAY       2.0  0.203  0.218
1BFTA      101  XRAY       2.0  0.204  0.294
6F3ZA      230  XRAY       2.0  0.205  0.249
1VC1A      110  XRAY       2.0  0.205  0.211
1BTNA      106  XRAY       2.0  0.205  0.286
1LDDA       74  XRAY       2.0  0.205  0.266
1Z8JA       40  XRAY       2.0  0.205  0.246
1CZYA      168  XRAY       2.0  0.206  0.245
2Z3RE      119  XRAY       2.0  0.206   0.25
1PI1A      185  XRAY       2.0  0.207  0.242
1RW0A      243  XRAY       2.0  0.208   0.24
2GQRA      237  XRAY       2.0  0.208  0.239
2YVSA      219  XRAY       2.0  0.208  0.249
1MBMA      198  XRAY       2.0  0.208  0.261
1N2DC       48  XRAY       2.0  0.208  0.257
1F07A      321  XRAY       2.0  0.209  0.237
6QILB      116  XRAY       2.0  0.209  0.235
1D9CA      121  XRAY       2.0   0.21  0.275
4ZP0A      392  XRAY       2.0  0.211   0.23
4THIA      362  XRAY       2.0  0.211  0.258
1FBQB       90  XRAY       2.0  0.211  0.263
1D2OA      187  XRAY       2.0  0.212  0.256
1FM2B      520  XRAY       2.0  0.213   0.23
1G3QA      237  XRAY       2.0  0.213  0.236
3VZBA      360  XRAY       2.0  0.215  0.262
2CMGA      262  XRAY       2.0  0.216  0.273
6YHUA       71  XRAY       2.0  0.216  0.239
1KSKA      234  XRAY       2.0  0.217  0.262
2FTBA      125  XRAY       2.0  0.218  0.262
2HNUA       81  XRAY       2.0  0.219  0.245
1D2ZD      153  XRAY       2.0   0.22  0.244
5XTAA      120  XRAY       2.0   0.22   0.26
1D2ZC      108  XRAY       2.0   0.22  0.244
1S12A       94  XRAY       2.0   0.22  0.276
1RIFA      282  XRAY       2.0  0.221  0.246
5WB4F      195  XRAY       2.0  0.221  0.246
4GIPA       81  XRAY       2.0  0.221  0.243
1P27A      144  XRAY       2.0  0.222  0.268
1AOLA      228  XRAY       2.0  0.223  0.264
3E1EC      141  XRAY       2.0  0.223  0.252
1N7KA      234  XRAY       2.0  0.224  0.263
3JV1A      182  XRAY       2.0  0.225  0.259
6GHUA       78  XRAY       2.0  0.227  0.269
4WWRA       53  XRAY       2.0  0.227  0.269
3KVDD      242  XRAY       2.0  0.228   0.25
1DQTA      117  XRAY       2.0  0.228  0.254
